movie_metadata,,,
genres,movie_title,movie_imdb_link,content_rating
Drama|Romance|War,Earth聽,http://www.imdb.com/title/tt0150433/?ref_=fn_tt_tt_1,Unrated
Action|Comedy|Crime|Music|Romance|Thriller,Dick Tracy聽,http://www.imdb.com/title/tt0099422/?ref_=fn_tt_tt_1,PG
Crime|Romance|Thriller,The Thomas Crown Affair聽,http://www.imdb.com/title/tt0155267/?ref_=fn_tt_tt_1,R
Biography|Comedy|Drama,Riding in Cars with Boys聽,http://www.imdb.com/title/tt0200027/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Drama,First Blood聽,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,R
Drama|Mystery|Sci-Fi,Solaris聽,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1,PG
Adventure|Animation|Comedy|Family|Fantasy,Happily N'Ever After聽,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,PG
Drama|Horror|Romance|Thriller,Mary Reilly聽,http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1,R
Comedy|Romance,My Best Friend's Wedding聽,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,PG-13
Comedy|Romance,America's Sweethearts聽,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,PG-13
Drama|Mystery|Thriller,Insomnia聽,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1,R
Action|Adventure|Drama|Sci-Fi|Thriller,Star Trek: First Contact聽,http://www.imdb.com/title/tt0117731/?ref_=fn_tt_tt_1,PG-13
Action|Drama|Fantasy|Thriller|Western,Jonah Hex聽,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1,PG-13
Action|Drama|Mystery|Thriller|War,Courage Under Fire聽,http://www.imdb.com/title/tt0115956/?ref_=fn_tt_tt_1,R
Comedy|Fantasy|Romance,Liar Liar聽,http://www.imdb.com/title/tt0119528/?ref_=fn_tt_tt_1,PG-13
Biography|Crime|Drama|Thriller,The Infiltrator聽,http://www.imdb.com/title/tt1355631/?ref_=fn_tt_tt_1,R
Drama|History|War,Inchon聽,http://www.imdb.com/title/tt0084132/?ref_=fn_tt_tt_1,PG
Comedy|Family|Fantasy,The Flintstones聽,http://www.imdb.com/title/tt0109813/?ref_=fn_tt_tt_1,PG
Action|Crime|Thriller,Taken 2,http://www.imdb.com/title/tt1397280/?ref_=fn_tt_tt_1,PG-13
Comedy,Scary Movie 3,http://www.imdb.com/title/tt0306047/?ref_=fn_tt_tt_1,PG-13
Action|Comedy|Crime|Romance,Miss Congeniality聽,http://www.imdb.com/title/tt0212346/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Family|Fantasy|Sci-Fi,Journey to the Center of the Earth聽,http://www.imdb.com/title/tt0373051/?ref_=fn_tt_tt_1,PG
Comedy|Family|Romance,The Princess Diaries 2: Royal Engagement,http://www.imdb.com/title/tt0368933/?ref_=fn_tt_tt_1,G
Crime|Drama|Mystery|Thriller,The Pelican Brief聽,http://www.imdb.com/title/tt0107798/?ref_=fn_tt_tt_1,PG-13
Crime|Drama|Mystery|Thriller,The Client聽,http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1,PG-13
Adventure|Comedy|Drama,The Bucket List聽,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,PG-13
Action|Thriller,Patriot Games聽,http://www.imdb.com/title/tt0105112/?ref_=fn_tt_tt_1,R
Comedy|Romance,Monster-in-Law聽,http://www.imdb.com/title/tt0369735/?ref_=fn_tt_tt_1,PG-13
Crime|Drama|Mystery|Thriller,Prisoners聽,http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1,R
Crime|Drama|Thriller,Training Day聽,http://www.imdb.com/title/tt0139654/?ref_=fn_tt_tt_1,R
Adventure|Comedy|Sci-Fi,Galaxy Quest聽,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,PG
Comedy,Scary Movie 2,http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1,R
Adventure|Comedy|Family|Musical,The Muppets聽,http://www.imdb.com/title/tt1204342/?ref_=fn_tt_tt_1,PG
Action|Horror,Blade聽,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,R
Drama|Sport,Coach Carter聽,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1,PG-13
Drama|Thriller,Changing Lanes聽,http://www.imdb.com/title/tt0264472/?ref_=fn_tt_tt_1,R
Action|Adventure|Horror|Thriller,Anaconda聽,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Music|Romance,Coyote Ugly聽,http://www.imdb.com/title/tt0200550/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Romance,Love Actually聽,http://www.imdb.com/title/tt0314331/?ref_=fn_tt_tt_1,R
Adventure|Animation|Comedy|Family|Fantasy,A Bug's Life聽,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,G
Horror|Mystery|Thriller,From Hell聽,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,R
Action|Crime|Drama|Romance|Thriller,The Specialist聽,http://www.imdb.com/title/tt0111255/?ref_=fn_tt_tt_1,R
Comedy|Drama|Romance|Sport,Tin Cup聽,http://www.imdb.com/title/tt0117918/?ref_=fn_tt_tt_1,R
Comedy|Family,"Yours, Mine and Ours聽",http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,Unrated
Comedy|Family|Romance|Sport,Kicking & Screaming聽,http://www.imdb.com/title/tt0384642/?ref_=fn_tt_tt_1,PG
Adventure|Comedy|Sci-Fi,The Hitchhiker's Guide to the Galaxy聽,http://www.imdb.com/title/tt0371724/?ref_=fn_tt_tt_1,PG
Comedy|Family|Fantasy|Romance,Fat Albert聽,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,PG
Action|Horror|Sci-Fi|Thriller,Resident Evil: Extinction聽,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,R
Comedy|Romance,Blended聽,http://www.imdb.com/title/tt1086772/?ref_=fn_tt_tt_1,PG-13
Adventure|Comedy|Drama,Last Holiday聽,http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Crime|Thriller,The River Wild聽,http://www.imdb.com/title/tt0110997/?ref_=fn_tt_tt_1,PG-13
Drama|Family|Fantasy,The Indian in the Cupboard聽,http://www.imdb.com/title/tt0113419/?ref_=fn_tt_tt_1,PG
Crime|Drama|Thriller,Savages聽,http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1,R
Action|Crime|Thriller,Cellular聽,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Comedy,Johnny English聽,http://www.imdb.com/title/tt0274166/?ref_=fn_tt_tt_1,PG
Adventure|Animation|Comedy|Family|Fantasy,The Ant Bully聽,http://www.imdb.com/title/tt0429589/?ref_=fn_tt_tt_1,PG
Action|Adventure|Sci-Fi,Dune聽,http://www.imdb.com/title/tt0087182/?ref_=fn_tt_tt_1,PG-13
Drama|Fantasy|Musical|Romance,Across the Universe聽,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,PG-13
Drama|Romance,Revolutionary Road聽,http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1,R
Action|Crime|Drama|Thriller,16 Blocks,http://www.imdb.com/title/tt0450232/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Sci-Fi|Thriller,Babylon A.D.聽,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,PG-13
Action|Comedy|Crime|Drama|Thriller,The Glimmer Man聽,http://www.imdb.com/title/tt0116421/?ref_=fn_tt_tt_1,R
Comedy|Romance|Sci-Fi,Multiplicity聽,http://www.imdb.com/title/tt0117108/?ref_=fn_tt_tt_1,PG-13
Adventure|Comedy|Family|Fantasy|Sci-Fi,Aliens in the Attic聽,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,PG
Crime|Drama|Mystery|Thriller,The Pledge聽,http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1,R
Comedy|Musical,The Producers聽,http://www.imdb.com/title/tt0395251/?ref_=fn_tt_tt_1,PG-13
Action|Sci-Fi,Dredd聽,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,R
Action|Adventure|Comedy|Fantasy,The Phantom聽,http://www.imdb.com/title/tt0117331/?ref_=fn_tt_tt_1,PG
Drama|Romance|Western,All the Pretty Horses聽,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,PG-13
Biography|Drama|History,Nixon聽,http://www.imdb.com/title/tt0113987/?ref_=fn_tt_tt_1,R
Mystery|Thriller,The Ghost Writer聽,http://www.imdb.com/title/tt1139328/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Horror|Sci-Fi,Deep Rising聽,http://www.imdb.com/title/tt0118956/?ref_=fn_tt_tt_1,R
Action|Crime|Drama|Thriller|War,Miracle at St. Anna聽,http://www.imdb.com/title/tt1046997/?ref_=fn_tt_tt_1,R
Drama|Romance,Curse of the Golden Flower聽,http://www.imdb.com/title/tt0473444/?ref_=fn_tt_tt_1,R
Action|Crime|Thriller,Bangkok Dangerous聽,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,R
Comedy|Crime|Thriller,Big Trouble聽,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,PG-13
Drama|Romance,Love in the Time of Cholera聽,http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1,R
Drama|Fantasy|Horror|Mystery,The Returned聽            ,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,TV-MA
Action|Thriller,Shadow Conspiracy聽,http://www.imdb.com/title/tt0120107/?ref_=fn_tt_tt_1,R
Action|Adventure|Comedy|Crime,Johnny English Reborn聽,http://www.imdb.com/title/tt1634122/?ref_=fn_tt_tt_1,PG
Action|Animation|Comedy|Family|Fantasy,Foodfight!聽,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1,PG
Biography|Drama|History|Thriller,Argo聽,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,R
Action|Adventure|Crime|Drama|Mystery|Thriller,The Fugitive聽,http://www.imdb.com/title/tt0106977/?ref_=fn_tt_tt_1,PG-13
Action|Comedy|Romance,The Bounty Hunter聽,http://www.imdb.com/title/tt1038919/?ref_=fn_tt_tt_1,PG-13
Crime|Drama|Thriller,Sleepers聽,http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1,R
Action|Adventure|Thriller|War,Rambo: First Blood Part II聽,http://www.imdb.com/title/tt0089880/?ref_=fn_tt_tt_1,R
Drama|Thriller,The Juror聽,http://www.imdb.com/title/tt0116731/?ref_=fn_tt_tt_1,R
Animation|Family|Fantasy|Musical,Pinocchio聽,http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1,Approved
Adventure|Drama|Western,Heaven's Gate聽,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,R
Action|Adventure|Fantasy|Sci-Fi|Thriller,Underworld: Evolution聽,http://www.imdb.com/title/tt0401855/?ref_=fn_tt_tt_1,R
Drama|Horror|Sci-Fi|Thriller,Victor Frankenstein聽,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,PG-13
Drama,Finding Forrester聽,http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama,28 Days,http://www.imdb.com/title/tt0191754/?ref_=fn_tt_tt_1,PG-13
Action|Crime|Drama|Thriller,Unleashed聽,http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1,R
Comedy|Romance,The Sweetest Thing聽,http://www.imdb.com/title/tt0253867/?ref_=fn_tt_tt_1,R
Drama|Mystery|Thriller,The Firm聽,http://www.imdb.com/title/tt0106918/?ref_=fn_tt_tt_1,R
Drama|Fantasy|Romance,Charlie St. Cloud聽,http://www.imdb.com/title/tt1438254/?ref_=fn_tt_tt_1,PG-13
Action|Crime|Thriller,The Mechanic聽,http://www.imdb.com/title/tt0472399/?ref_=fn_tt_tt_1,R
Action|Comedy|Crime,21 Jump Street,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1,R
Comedy|Drama|Romance,Notting Hill聽,http://www.imdb.com/title/tt0125439/?ref_=fn_tt_tt_1,PG-13
Adventure|Animation|Comedy|Drama|Family,Chicken Run聽,http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1,G
Comedy|Romance,Along Came Polly聽,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Romance,Boomerang聽,http://www.imdb.com/title/tt0103859/?ref_=fn_tt_tt_1,R
Action|Comedy|Crime,The Heat聽,http://www.imdb.com/title/tt2404463/?ref_=fn_tt_tt_1,R
Biography|Drama|History|Romance,Cleopatra聽,http://www.imdb.com/title/tt0056937/?ref_=fn_tt_tt_1,Approved
Action|Comedy|Sport,Here Comes the Boom聽,http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1,PG
Crime|Drama|Mystery|Thriller,High Crimes聽,http://www.imdb.com/title/tt0257756/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Romance,The Mirror Has Two Faces聽,http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1,PG-13
Drama|Horror|Mystery|Thriller,The Mothman Prophecies聽,http://www.imdb.com/title/tt0265349/?ref_=fn_tt_tt_1,PG-13
Comedy,Br眉no聽,http://www.imdb.com/title/tt0889583/?ref_=fn_tt_tt_1,R
Action|Adventure|Thriller,Licence to Kill聽,http://www.imdb.com/title/tt0097742/?ref_=fn_tt_tt_1,PG-13
Fantasy|Horror|Mystery|Thriller,Red Riding Hood聽,http://www.imdb.com/title/tt1486185/?ref_=fn_tt_tt_1,PG-13
Action|Crime|Drama|Thriller,15 Minutes,http://www.imdb.com/title/tt0179626/?ref_=fn_tt_tt_1,R
Adventure|Comedy|Family|Fantasy|Sci-Fi,Super Mario Bros.聽,http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1,PG
Crime|Drama|Thriller,Lord of War聽,http://www.imdb.com/title/tt0399295/?ref_=fn_tt_tt_1,R
Action|Adventure|History,Hero聽,http://www.imdb.com/title/tt0299977/?ref_=fn_tt_tt_1,PG-13
Action|Comedy|Crime|Romance|Thriller,One for the Money聽,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1,PG-13
Comedy,The Interview聽,http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1,R
Action|Fantasy|Western,The Warrior's Way聽,http://www.imdb.com/title/tt1032751/?ref_=fn_tt_tt_1,R
Comedy|War,McHale's Navy聽            ,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,TV-G
Action|Comedy|Crime,Micmacs聽,http://www.imdb.com/title/tt1149361/?ref_=fn_tt_tt_1,R
Drama|Music,8 Mile,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,R
Adventure|Animation|Comedy|Family,Animal Kingdom: Let's go Ape聽,http://www.imdb.com/title/tt1220911/?ref_=fn_tt_tt_1,
Action|Adventure|Romance,A Knight's Tale聽,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,PG-13
Action|Comedy|Fantasy,The Medallion聽,http://www.imdb.com/title/tt0288045/?ref_=fn_tt_tt_1,PG-13
Drama|Mystery|Thriller,The Sixth Sense聽,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,PG-13
Action|Crime|Thriller,Man on a Ledge聽,http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1,PG-13
Comedy,The Big Year聽,http://www.imdb.com/title/tt1053810/?ref_=fn_tt_tt_1,PG
Action|Drama|Family|Sport,The Karate Kid聽,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,PG
Crime|Drama,American Hustle聽,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,R
Comedy|Drama|Romance,The Proposal聽,http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1,PG-13
Crime|Mystery|Thriller,Double Jeopardy聽,http://www.imdb.com/title/tt0150377/?ref_=fn_tt_tt_1,R
Adventure|Comedy|Sci-Fi,Back to the Future Part II聽,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,PG
Action|Sci-Fi|Thriller,Lucy聽,http://www.imdb.com/title/tt2872732/?ref_=fn_tt_tt_1,R
Drama|Romance,Fifty Shades of Grey聽,http://www.imdb.com/title/tt2322441/?ref_=fn_tt_tt_1,R
Action|Adventure|Comedy|Family|Sci-Fi,Spy Kids 3-D: Game Over,http://www.imdb.com/title/tt0338459/?ref_=fn_tt_tt_1,PG
Crime|Drama|Thriller,A Time to Kill聽,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,R
Comedy|Family,Cheaper by the Dozen聽,http://www.imdb.com/title/tt0349205/?ref_=fn_tt_tt_1,PG
Action|Biography|Drama|Thriller|War,Lone Survivor聽,http://www.imdb.com/title/tt1091191/?ref_=fn_tt_tt_1,R
Comedy|Drama|Sport,A League of Their Own聽,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,PG
Horror|Mystery|Thriller,The Conjuring 2,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,R
Biography|Drama,The Social Network聽,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Romance,He's Just Not That Into You聽,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,PG-13
Comedy,Scary Movie 4,http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1,PG-13
Horror|Mystery,Scream 3,http://www.imdb.com/title/tt0134084/?ref_=fn_tt_tt_1,R
Adventure|Comedy|Sci-Fi|Western,Back to the Future Part III聽,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,PG
Comedy|Crime,Get Hard聽,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,R
Fantasy|Horror|Romance,Bram Stoker's Dracula聽,http://www.imdb.com/title/tt0103874/?ref_=fn_tt_tt_1,R
Biography|Drama|Romance,Julie & Julia聽,http://www.imdb.com/title/tt1135503/?ref_=fn_tt_tt_1,PG-13
Biography|Drama|Sport,42,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,PG-13
Crime|Drama|Thriller,The Talented Mr. Ripley聽,http://www.imdb.com/title/tt0134119/?ref_=fn_tt_tt_1,R
Comedy,Dumb and Dumber To聽,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,PG-13
Adventure|Drama|Family,Eight Below聽,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,PG
Comedy|Drama,The Intern聽,http://www.imdb.com/title/tt2361509/?ref_=fn_tt_tt_1,PG-13
Action|Comedy,Ride Along 2,http://www.imdb.com/title/tt2869728/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Drama|Romance|War,The Last of the Mohicans聽,http://www.imdb.com/title/tt0104691/?ref_=fn_tt_tt_1,R
Biography|Drama|Music,Ray聽,http://www.imdb.com/title/tt0350258/?ref_=fn_tt_tt_1,PG-13
Crime|Thriller,Sin City聽,http://www.imdb.com/title/tt0401792/?ref_=fn_tt_tt_1,R
Crime|Drama|Mystery|Thriller,Vantage Point聽,http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1,PG-13
Comedy|Romance,"I Love You, Man聽",http://www.imdb.com/title/tt1155056/?ref_=fn_tt_tt_1,R
Comedy|Drama|Fantasy|Romance,Shallow Hal聽,http://www.imdb.com/title/tt0256380/?ref_=fn_tt_tt_1,PG-13
Drama|History|Thriller,JFK聽,http://www.imdb.com/title/tt0102138/?ref_=fn_tt_tt_1,R
Comedy|Crime,Big Momma's House 2,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,PG-13
Adventure|Comedy|Crime|Romance,The Mexican聽,http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1,R
Biography|Drama|Sport|War,Unbroken聽,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Family|Fantasy|Romance,17 Again,http://www.imdb.com/title/tt0974661/?ref_=fn_tt_tt_1,PG-13
Comedy|Romance,The Other Woman聽,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,PG-13
Horror,The Final Destination聽,http://www.imdb.com/title/tt1144884/?ref_=fn_tt_tt_1,R
Drama|History|Thriller,Bridge of Spies聽,http://www.imdb.com/title/tt3682448/?ref_=fn_tt_tt_1,PG-13
Action|Drama|Thriller|War,Behind Enemy Lines聽,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,PG-13
Comedy|Music,Get Him to the Greek聽,http://www.imdb.com/title/tt1226229/?ref_=fn_tt_tt_1,R
Comedy|Drama|Romance,Shall We Dance聽,http://www.imdb.com/title/tt0358135/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Comedy|Family|Sci-Fi,Small Soldiers聽,http://www.imdb.com/title/tt0122718/?ref_=fn_tt_tt_1,PG-13
Action|Horror,Spawn聽,http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1,R
Action|Adventure|Drama|Romance|Thriller,The Count of Monte Cristo聽,http://www.imdb.com/title/tt0245844/?ref_=fn_tt_tt_1,PG-13
Crime|Drama|Thriller,The Lincoln Lawyer聽,http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1,R
Action|Mystery|Thriller,Unknown聽,http://www.imdb.com/title/tt1401152/?ref_=fn_tt_tt_1,PG-13
Drama|Mystery|Sci-Fi|Thriller,The Prestige聽,http://www.imdb.com/title/tt0482571/?ref_=fn_tt_tt_1,PG-13
Comedy|Crime,Horrible Bosses 2,http://www.imdb.com/title/tt2170439/?ref_=fn_tt_tt_1,R
Adventure|Animation|Comedy|Family|Sci-Fi,Escape from Planet Earth聽,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,PG
Action|Adventure|Drama|Thriller,Apocalypto聽,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,R
Action|Adventure|Thriller,The Living Daylights聽,http://www.imdb.com/title/tt0093428/?ref_=fn_tt_tt_1,PG
Action|Adventure|Sci-Fi|Thriller,Predators聽,http://www.imdb.com/title/tt1424381/?ref_=fn_tt_tt_1,R
Comedy|Crime|Romance,Legal Eagles聽,http://www.imdb.com/title/tt0091396/?ref_=fn_tt_tt_1,PG
Mystery|Thriller,Secret Window聽,http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1,PG-13
Drama|Fantasy|Romance,The Lake House聽,http://www.imdb.com/title/tt0410297/?ref_=fn_tt_tt_1,PG
Horror|Mystery|Thriller,The Skeleton Key聽,http://www.imdb.com/title/tt0397101/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Family|Fantasy,The Odd Life of Timothy Green聽,http://www.imdb.com/title/tt1462769/?ref_=fn_tt_tt_1,PG
Comedy|Romance,Made of Honor聽,http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1,PG-13
Biography|Drama|Music|Musical,Jersey Boys聽,http://www.imdb.com/title/tt1742044/?ref_=fn_tt_tt_1,R
Crime|Drama|Thriller,The Rainmaker聽,http://www.imdb.com/title/tt0119978/?ref_=fn_tt_tt_1,PG-13
Horror|Mystery|Thriller,Gothika聽,http://www.imdb.com/title/tt0348836/?ref_=fn_tt_tt_1,R
Drama|History,Amistad聽,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,R
Adventure|Drama|Romance,Medicine Man聽,http://www.imdb.com/title/tt0104839/?ref_=fn_tt_tt_1,PG-13
Action|Horror|Sci-Fi|Thriller,Aliens vs. Predator: Requiem聽,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,R
Comedy|Family,Ri垄hie Ri垄h聽,http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1,PG
Drama|Romance,Autumn in New York聽,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,PG-13
Comedy|Music|Romance,Music and Lyrics聽,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,PG-13
Adventure|Comedy|Sci-Fi,Paul聽,http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1,R
Comedy|Drama,The Guilt Trip聽,http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1,PG-13
Horror|Mystery,Scream 4,http://www.imdb.com/title/tt1262416/?ref_=fn_tt_tt_1,R
Mystery|Thriller,8MM,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,R
Biography|Drama|Music|Musical,The Doors聽,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1,R
Comedy,Sex Tape聽,http://www.imdb.com/title/tt1956620/?ref_=fn_tt_tt_1,R
Comedy|Drama,Hanging Up聽,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,PG-13
Horror,Final Destination 5,http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1,R
Comedy|Crime|Romance,Mickey Blue Eyes聽,http://www.imdb.com/title/tt0130121/?ref_=fn_tt_tt_1,PG-13
Drama,Pay It Forward聽,http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Romance|Sport,Fever Pitch聽,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,PG-13
Animation|Comedy|Family,Arthur聽            ,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,TV-Y
Comedy|Drama,Drillbit Taylor聽,http://www.imdb.com/title/tt0817538/?ref_=fn_tt_tt_1,PG-13
Comedy|Western,A Million Ways to Die in the West聽,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,R
Action|Adventure|Crime|Fantasy|Mystery|Thriller,The Shadow聽,http://www.imdb.com/title/tt0111143/?ref_=fn_tt_tt_1,PG-13
Adventure|Drama|Mystery,Extremely Loud & Incredibly Close聽,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,PG-13
Comedy|Drama|Romance,Morning Glory聽,http://www.imdb.com/title/tt1126618/?ref_=fn_tt_tt_1,PG-13
Biography|Crime|Drama|Music,Get Rich or Die Tryin'聽,http://www.imdb.com/title/tt0430308/?ref_=fn_tt_tt_1,R
Action|Adventure|Crime|Thriller,The Art of War聽,http://www.imdb.com/title/tt0160009/?ref_=fn_tt_tt_1,R
Drama|Musical|Romance,Rent聽,http://www.imdb.com/title/tt0294870/?ref_=fn_tt_tt_1,PG-13
Crime|Drama|Horror|Thriller,Bless the Child聽,http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1,R
Comedy,The Out-of-Towners聽,http://www.imdb.com/title/tt0129280/?ref_=fn_tt_tt_1,PG-13
Horror|Sci-Fi|Thriller,The Island of Dr. Moreau聽,http://www.imdb.com/title/tt0116654/?ref_=fn_tt_tt_1,PG-13
Action|Adventure|Romance,The Musketeer聽,http://www.imdb.com/title/tt0246544/?ref_=fn_tt_tt_1,PG-13
Biography|Drama|History|Romance,The Other Boleyn Girl聽,http://www.imdb.com/title/tt0467200/?ref_=fn_tt_tt_1,PG-13
Drama|Romance,Sweet November聽,http://www.imdb.com/title/tt0230838/?ref_=fn_tt_tt_1,PG-13
Horror|Thriller,The Reaping聽,http://www.imdb.com/title/tt0444682/?ref_=fn_tt_tt_1,R
Crime|Drama|Romance|Thriller,Mean Streets聽,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,R
Comedy|Drama,Renaissance Man聽,http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1,PG-13
Action|Crime|Drama|Thriller,Colombiana聽,http://www.imdb.com/title/tt1657507/?ref_=fn_tt_tt_1,PG-13
